algorithm,items_packed,running_time
density_based_hill_climber,96,0.20178794860839844
density_based_hill_climber,97,0.10553789138793945
density_based_hill_climber,96,0.10370802879333496
density_based_hill_climber,97,0.2325270175933838
density_based_hill_climber,96,0.06464314460754395
density_based_hill_climber,96,0.12588214874267578
density_based_hill_climber,97,0.1275777816772461
density_based_hill_climber,96,0.20328092575073242
density_based_hill_climber,97,0.08769822120666504
density_based_hill_climber,96,0.06136488914489746
density_based_hill_climber,96,0.0942530632019043
density_based_hill_climber,96,0.05926394462585449
density_based_hill_climber,96,0.1490037441253662
density_based_hill_climber,96,0.21354413032531738
density_based_hill_climber,96,0.08231186866760254
density_based_hill_climber,96,0.2205371856689453
density_based_hill_climber,96,0.09055376052856445
density_based_hill_climber,96,0.17634892463684082
density_based_hill_climber,96,0.23362207412719727
density_based_hill_climber,96,0.0597081184387207
density_based_hill_climber,97,0.02649211883544922
density_based_hill_climber,96,0.08925008773803711
density_based_hill_climber,95,0.24636173248291016
density_based_hill_climber,97,0.07145977020263672
density_based_hill_climber,95,0.17209100723266602
density_based_hill_climber,96,0.08812475204467773
density_based_hill_climber,96,0.19196796417236328
density_based_hill_climber,97,0.02349376678466797
density_based_hill_climber,97,0.12351012229919434
density_based_hill_climber,97,0.04284501075744629
density_based_hill_climber,96,0.12941908836364746
density_based_hill_climber,96,0.08486604690551758
density_based_hill_climber,96,0.05014991760253906
density_based_hill_climber,96,0.2397010326385498
density_based_hill_climber,96,0.09744119644165039
density_based_hill_climber,97,0.047746896743774414
density_based_hill_climber,96,0.12674689292907715
density_based_hill_climber,97,0.052950143814086914
density_based_hill_climber,96,0.19128799438476562
density_based_hill_climber,96,0.09511184692382812
density_based_hill_climber,96,0.14886021614074707
density_based_hill_climber,97,0.07429099082946777
density_based_hill_climber,97,0.05499911308288574
density_based_hill_climber,96,0.11829090118408203
density_based_hill_climber,96,0.10204291343688965
density_based_hill_climber,95,0.11526799201965332
density_based_hill_climber,96,0.05800008773803711
density_based_hill_climber,96,0.18717503547668457
density_based_hill_climber,97,0.09503602981567383
density_based_hill_climber,96,0.10269284248352051
density_based_hill_climber,96,0.15517783164978027
density_based_hill_climber,96,0.1271820068359375
density_based_hill_climber,96,0.06559991836547852
density_based_hill_climber,96,0.07149600982666016
density_based_hill_climber,96,0.12923908233642578
density_based_hill_climber,96,0.13668298721313477
density_based_hill_climber,96,0.05460214614868164
density_based_hill_climber,96,0.06620502471923828
density_based_hill_climber,96,0.2353987693786621
density_based_hill_climber,96,0.049928903579711914
density_based_hill_climber,96,0.0877530574798584
density_based_hill_climber,96,0.1917579174041748
density_based_hill_climber,96,0.27736592292785645
density_based_hill_climber,96,0.08888125419616699
density_based_hill_climber,96,0.0926821231842041
density_based_hill_climber,96,0.16680908203125
density_based_hill_climber,96,0.23699307441711426
density_based_hill_climber,96,0.08711385726928711
density_based_hill_climber,95,0.08030223846435547
density_based_hill_climber,96,0.05310487747192383
density_based_hill_climber,96,0.10931086540222168
density_based_hill_climber,96,0.049662113189697266
density_based_hill_climber,96,0.22436094284057617
density_based_hill_climber,96,0.19502592086791992
density_based_hill_climber,96,0.2932298183441162
density_based_hill_climber,97,0.15773892402648926
density_based_hill_climber,96,0.07443094253540039
density_based_hill_climber,96,0.18007898330688477
density_based_hill_climber,96,0.15983200073242188
density_based_hill_climber,96,0.1629478931427002
density_based_hill_climber,97,0.1533510684967041
density_based_hill_climber,97,0.02588200569152832
density_based_hill_climber,97,0.0813150405883789
density_based_hill_climber,96,0.11565494537353516
density_based_hill_climber,96,0.05185890197753906
density_based_hill_climber,96,0.14565706253051758
density_based_hill_climber,96,0.15709686279296875
density_based_hill_climber,97,0.21281099319458008
density_based_hill_climber,97,0.08362603187561035
density_based_hill_climber,96,0.2244279384613037
density_based_hill_climber,96,0.06491303443908691
density_based_hill_climber,96,0.17000222206115723
density_based_hill_climber,96,0.10650396347045898
density_based_hill_climber,96,0.24597907066345215
density_based_hill_climber,96,0.04381108283996582
density_based_hill_climber,95,0.18293523788452148
density_based_hill_climber,96,0.49666523933410645
density_based_hill_climber,97,0.05932784080505371
density_based_hill_climber,96,0.14903998374938965
density_based_hill_climber,96,0.16870403289794922
density_based,94,0.004827022552490234
density_based,92,0.004935026168823242
density_based,92,0.005587339401245117
density_based,93,0.004821062088012695
density_based,95,0.004508018493652344
density_based,92,0.005171775817871094
density_based,93,0.00482487678527832
density_based,93,0.0047419071197509766
density_based,93,0.004599094390869141
density_based,95,0.004685878753662109
density_based,95,0.004584074020385742
density_based,95,0.004568815231323242
density_based,90,0.005264759063720703
density_based,94,0.004632234573364258
density_based,94,0.004654645919799805
density_based,94,0.004454851150512695
density_based,96,0.0039479732513427734
density_based,92,0.004869937896728516
density_based,92,0.005063295364379883
density_based,95,0.00459599494934082
density_based,95,0.004631996154785156
density_based,89,0.0064678192138671875
density_based,95,0.004536151885986328
density_based,95,0.004415988922119141
density_based,94,0.004593849182128906
density_based,94,0.004472017288208008
density_based,92,0.0048868656158447266
density_based,92,0.004943132400512695
density_based,89,0.005597829818725586
density_based,94,0.004518985748291016
density_based,95,0.004411935806274414
density_based,93,0.0047109127044677734
density_based,95,0.004227161407470703
density_based,94,0.0047490596771240234
density_based,91,0.005129098892211914
density_based,90,0.00528407096862793
density_based,95,0.0042819976806640625
density_based,95,0.00450587272644043
density_based,92,0.0049648284912109375
density_based,95,0.004253864288330078
density_based,95,0.004366159439086914
density_based,93,0.005066871643066406
density_based,95,0.004654884338378906
density_based,94,0.004392862319946289
density_based,91,0.005159854888916016
density_based,94,0.00442194938659668
density_based,94,0.004575014114379883
density_based,89,0.005641937255859375
density_based,95,0.00477290153503418
density_based,93,0.004870891571044922
density_based,93,0.004719257354736328
density_based,89,0.005764007568359375
density_based,96,0.004514932632446289
density_based,94,0.00455474853515625
density_based,95,0.004169940948486328
density_based,92,0.005270957946777344
density_based,93,0.004828929901123047
density_based,93,0.0047109127044677734
density_based,89,0.0056989192962646484
density_based,93,0.005033969879150391
density_based,94,0.004907131195068359
density_based,92,0.005168914794921875
density_based,92,0.0050466060638427734
density_based,94,0.004575014114379883
density_based,92,0.004984140396118164
density_based,92,0.0050411224365234375
density_based,93,0.004667758941650391
density_based,95,0.004686117172241211
density_based,92,0.0050220489501953125
density_based,93,0.004739046096801758
density_based,94,0.004621028900146484
density_based,89,0.006622314453125
density_based,93,0.00507807731628418
density_based,93,0.00484776496887207
density_based,93,0.00467681884765625
density_based,95,0.0043451786041259766
density_based,95,0.004270792007446289
density_based,93,0.005110025405883789
density_based,94,0.004435062408447266
density_based,93,0.0046918392181396484
density_based,93,0.00473332405090332
density_based,91,0.005134105682373047
density_based,94,0.004575014114379883
density_based,95,0.004366159439086914
density_based,91,0.005041837692260742
density_based,94,0.004674196243286133
density_based,94,0.004502058029174805
density_based,94,0.004361152648925781
density_based,95,0.0042018890380859375
density_based,95,0.004105091094970703
density_based,95,0.004560947418212891
density_based,95,0.004395008087158203
density_based,93,0.004384040832519531
density_based,93,0.004721879959106445
density_based,95,0.004461765289306641
density_based,94,0.0046100616455078125
density_based,94,0.004743814468383789
density_based,94,0.004524946212768555
density_based,94,0.004517078399658203
density_based,93,0.004796743392944336
random_fill,73,0.00032591819763183594
random_fill,76,0.00033283233642578125
random_fill,78,0.00036406517028808594
random_fill,76,0.00039005279541015625
random_fill,74,0.00032830238342285156
random_fill,76,0.00029921531677246094
random_fill,73,0.00047087669372558594
random_fill,80,0.000324249267578125
random_fill,77,0.00031185150146484375
random_fill,77,0.00030803680419921875
random_fill,72,0.00029397010803222656
random_fill,78,0.0003159046173095703
random_fill,73,0.0003750324249267578
random_fill,74,0.0002980232238769531
random_fill,67,0.0003368854522705078
random_fill,79,0.0003190040588378906
random_fill,73,0.0002970695495605469
random_fill,70,0.0002789497375488281
random_fill,79,0.0003190040588378906
random_fill,84,0.0003228187561035156
random_fill,72,0.0004711151123046875
random_fill,75,0.0003020763397216797
random_fill,76,0.000308990478515625
random_fill,73,0.00029277801513671875
random_fill,71,0.00029015541076660156
random_fill,69,0.0002872943878173828
random_fill,78,0.0003159046173095703
random_fill,70,0.00028228759765625
random_fill,73,0.0004143714904785156
random_fill,73,0.00029397010803222656
random_fill,73,0.0002999305725097656
random_fill,75,0.0003769397735595703
random_fill,78,0.0003230571746826172
random_fill,75,0.00031304359436035156
random_fill,72,0.00028705596923828125
random_fill,77,0.00031304359436035156
random_fill,66,0.00026988983154296875
random_fill,75,0.0003020763397216797
random_fill,73,0.00032830238342285156
