algorithm,items_packed,running_time
density_based,78,0.008982181549072266
density_based,80,0.008296966552734375
density_based,79,0.008848190307617188
density_based,79,0.009045124053955078
density_based,80,0.008427858352661133
density_based,80,0.008533954620361328
density_based,77,0.00925898551940918
density_based,79,0.008599042892456055
density_based,80,0.00818181037902832
density_based,79,0.008886098861694336
density_based,80,0.008346080780029297
density_based,79,0.009120941162109375
density_based,79,0.008878231048583984
density_based,79,0.00860905647277832
density_based,79,0.00890493392944336
density_based,79,0.008760929107666016
random_fill,67,0.0002853870391845703
random_fill,70,0.0003037452697753906
random_fill,66,0.0002930164337158203
random_fill,65,0.0002911090850830078
random_fill,67,0.0002799034118652344
random_fill,62,0.00025391578674316406
random_fill,66,0.00026297569274902344
random_fill,70,0.0002827644348144531
random_fill,65,0.00024890899658203125
random_fill,66,0.00032401084899902344
random_fill,69,0.00028586387634277344
random_fill,68,0.00026988983154296875
random_fill,71,0.0002791881561279297
random_fill,63,0.00025916099548339844
random_fill,62,0.0002570152282714844
random_fill,63,0.00025582313537597656
random_fill,65,0.0002529621124267578
random_fill,67,0.0002651214599609375
random_fill,63,0.00025916099548339844
random_fill,70,0.0003409385681152344
random_fill,66,0.000263214111328125
random_fill,69,0.0002663135528564453
random_fill,67,0.0002551078796386719
random_fill,63,0.0002560615539550781
random_fill,67,0.00026702880859375
random_fill,65,0.00026535987854003906
random_fill,64,0.0002579689025878906
random_fill,69,0.00026917457580566406
random_fill,63,0.0002460479736328125
random_fill,62,0.00025916099548339844
random_fill,64,0.0002551078796386719
random_fill,70,0.00027489662170410156
random_fill,69,0.00027108192443847656
random_fill,63,0.00025773048400878906
random_fill,62,0.0002541542053222656
random_fill,67,0.00027489662170410156
random_fill,68,0.00026917457580566406
random_fill,69,0.00026988983154296875
random_fill,61,0.0002503395080566406
random_fill,69,0.00026488304138183594
random_fill,69,0.00026607513427734375
random_fill,67,0.00026702880859375
random_fill,71,0.0002818107604980469
random_fill,67,0.00026488304138183594
random_fill,67,0.00026798248291015625
random_fill,64,0.00025200843811035156
random_fill,67,0.00026488304138183594
random_fill,64,0.00025916099548339844
random_fill,66,0.0002589225769042969
random_fill,67,0.00026106834411621094
random_fill,70,0.00026988983154296875
random_fill,66,0.00026416778564453125
random_fill,69,0.0002701282501220703
random_fill,64,0.0002601146697998047
random_fill,69,0.0003371238708496094
random_fill,66,0.0002658367156982422
random_fill,71,0.0002849102020263672
random_fill,67,0.00026106834411621094
random_fill,68,0.00026988983154296875
random_fill,69,0.000270843505859375
random_fill,64,0.000270843505859375
random_fill,72,0.00028014183044433594
random_fill,72,0.0003008842468261719
random_fill,65,0.00026535987854003906
random_fill,65,0.00025200843811035156
random_fill,66,0.0002701282501220703
random_fill,67,0.0002589225769042969
random_fill,68,0.0002720355987548828
random_fill,65,0.0002598762512207031
random_fill,66,0.00026798248291015625
random_fill,61,0.0002560615539550781
random_fill,66,0.0002658367156982422
random_fill,67,0.000263214111328125
random_fill,61,0.0002510547637939453
random_fill,69,0.00031113624572753906
random_fill,62,0.00025200843811035156
random_fill,68,0.0002639293670654297
random_fill,66,0.00027179718017578125
random_fill,65,0.00026297569274902344
random_fill,72,0.0002760887145996094
random_fill,69,0.0002720355987548828
random_fill,65,0.0002601146697998047
random_fill,66,0.0002608299255371094
random_fill,64,0.00026488304138183594
random_fill,65,0.0002551078796386719
random_fill,65,0.0002658367156982422
random_fill,67,0.00037288665771484375
random_fill,66,0.0002639293670654297
random_fill,64,0.00026106834411621094
random_fill,68,0.000308990478515625
random_fill,66,0.00026798248291015625
random_fill,63,0.0004999637603759766
random_fill,65,0.0002639293670654297
random_fill,63,0.00026297569274902344
random_fill,67,0.00026702880859375
random_fill,73,0.0002989768981933594
random_fill,64,0.0002598762512207031
random_fill,67,0.0003781318664550781
random_fill,70,0.0002980232238769531
random_fill,70,0.0002791881561279297
random_fill_hill_climber,86,0.012479066848754883
random_fill_hill_climber,85,0.013095855712890625
random_fill_hill_climber,87,0.012100696563720703
random_fill_hill_climber,89,0.012115001678466797
random_fill_hill_climber,87,0.01148223876953125
random_fill_hill_climber,87,0.011350870132446289
random_fill_hill_climber,87,0.010224103927612305
random_fill_hill_climber,87,0.010931968688964844
random_fill_hill_climber,85,0.012328147888183594
random_fill_hill_climber,87,0.012191057205200195
random_fill_hill_climber,87,0.012357234954833984
random_fill_hill_climber,86,0.008280277252197266
random_fill_hill_climber,86,0.011437177658081055
random_fill_hill_climber,87,0.010130167007446289
random_fill_hill_climber,86,0.012482643127441406
random_fill_hill_climber,86,0.012307167053222656
random_fill_hill_climber,84,0.017658710479736328
random_fill_hill_climber,89,0.01183009147644043
random_fill_hill_climber,88,0.01392674446105957
random_fill_hill_climber,87,0.014568090438842773
random_fill_hill_climber,87,0.01117396354675293
random_fill_hill_climber,88,0.010981082916259766
random_fill_hill_climber,86,0.01695108413696289
random_fill_hill_climber,87,0.01641988754272461
random_fill_hill_climber,84,0.011240959167480469
random_fill_hill_climber,85,0.01654791831970215
random_fill_hill_climber,86,0.014679908752441406
random_fill_hill_climber,87,0.011404037475585938
random_fill_hill_climber,86,0.016768932342529297
random_fill_hill_climber,87,0.014805078506469727
random_fill_hill_climber,87,0.009318113327026367
random_fill_hill_climber,85,0.00995016098022461
random_fill_hill_climber,87,0.020292043685913086
random_fill_hill_climber,87,0.010714054107666016
random_fill_hill_climber,88,0.012722969055175781
random_fill_hill_climber,87,0.0153961181640625
random_fill_hill_climber,85,0.01676201820373535
random_fill_hill_climber,86,0.011964082717895508
random_fill_hill_climber,88,0.0087890625
random_fill_hill_climber,88,0.013351917266845703
random_fill_hill_climber,85,0.01196599006652832
random_fill_hill_climber,85,0.01766681671142578
random_fill_hill_climber,87,0.010928869247436523
random_fill_hill_climber,86,0.015499114990234375
random_fill_hill_climber,87,0.010665178298950195
random_fill_hill_climber,86,0.010288000106811523
random_fill_hill_climber,86,0.01007080078125
random_fill_hill_climber,87,0.00983572006225586
random_fill_hill_climber,86,0.007771015167236328
random_fill_hill_climber,87,0.017045021057128906
random_fill_hill_climber,85,0.018286943435668945
random_fill_hill_climber,84,0.010680198669433594
random_fill_hill_climber,88,0.012550115585327148
random_fill_hill_climber,86,0.012942790985107422
random_fill_hill_climber,87,0.015562057495117188
random_fill_hill_climber,87,0.012592077255249023
random_fill_hill_climber,86,0.011328935623168945
random_fill_hill_climber,86,0.013794660568237305
random_fill_hill_climber,84,0.01468801498413086
random_fill_hill_climber,86,0.01407313346862793
random_fill_hill_climber,83,0.02011895179748535
random_fill_hill_climber,86,0.019713878631591797
random_fill_hill_climber,85,0.015758991241455078
random_fill_hill_climber,86,0.017271757125854492
random_fill_hill_climber,87,0.014333963394165039
random_fill_hill_climber,86,0.014750957489013672
random_fill_hill_climber,88,0.011095762252807617
random_fill_hill_climber,86,0.018143892288208008
random_fill_hill_climber,86,0.012593269348144531
random_fill_hill_climber,85,0.010587215423583984
random_fill_hill_climber,87,0.012283086776733398
random_fill_hill_climber,86,0.012634754180908203
random_fill_hill_climber,87,0.015592098236083984
random_fill_hill_climber,87,0.01085209846496582
random_fill_hill_climber,86,0.014132976531982422
random_fill_hill_climber,87,0.01724100112915039
random_fill_hill_climber,85,0.026467084884643555
random_fill_hill_climber,87,0.014558076858520508
random_fill_hill_climber,88,0.013944864273071289
random_fill_hill_climber,86,0.011723041534423828
random_fill_hill_climber,86,0.011074066162109375
random_fill_hill_climber,87,0.01662421226501465
random_fill_hill_climber,85,0.012575149536132812
random_fill_hill_climber,86,0.018566131591796875
random_fill_hill_climber,86,0.01219320297241211
random_fill_hill_climber,85,0.018611907958984375
random_fill_hill_climber,86,0.01302790641784668
random_fill_hill_climber,87,0.014042139053344727
random_fill_hill_climber,87,0.022810935974121094
random_fill_hill_climber,84,0.021856069564819336
random_fill_hill_climber,88,0.009073972702026367
random_fill_hill_climber,85,0.01803112030029297
random_fill_hill_climber,86,0.011312007904052734
random_fill_hill_climber,84,0.01694202423095703
random_fill_hill_climber,87,0.016843080520629883
random_fill_hill_climber,84,0.015066862106323242
random_fill_hill_climber,86,0.019517898559570312
random_fill_hill_climber,85,0.019031047821044922
random_fill_hill_climber,87,0.016034841537475586
random_fill_hill_climber,85,0.014098167419433594
